tier,brand_name,awareness_score,instagram_followers,business_website
2,Aruna Goyal,1,,https://vaidbanxnprash.com/
2,Shrimad Rajchandra,1,,https://www.srmd.org/en-IN/
2,Mohan Coffee Works,1,,http://kumbakonammohancoffee.com
2,Bijnis,1,,https://www.bijnis.com/
2,Potion Pioneers,1,,https://www.meriad.co/
2,Honestly Italian,1,,https://www.sorrentina.in/
2,Krishna Design & Boutique,1,,https://thekrishnadesign.com/
2,House Of Cdc Fashion,1,,https://www.crepdogcrew.com/
2,Healthrx Ventures,1,,https://www.rockethealth.app/
2,Purrustic Lifesciences,1,,https://purrustic.com/
2,Ajay S Good Food,1,,https://www.ajays.co.in/
2,Gozo Technologies,1,,https://www.gozocabs.com/
2,Soulocal,1,,https://www.soulocal.in/
2,TBOF Foods,1,,https://twobrothersindiashop.com/
2,Parin Polymers,1,,https://parinpolymers.com
2,Aarna Creations,1,,https://www.shopthescrublife.com
2,Godavari Vantillu,1,,https://www.godavarivantillu.com/
2,Hoko Products,1,,https://scooboo.in/
2,Organicut Fresh,1,,https://deliverit.net.in/
2,HariBol Foods,1,,http://www.hari-bol.com
2,LogoutWorld,1,,http://www.logout.world
2,OvinO,1,,https://play.google.com/store/apps/details?id=com.mrmilkman.ovino
2,Atlasmarco,1,,https://knotnow.co
2,Eco - Embrace Designer Clothing,1,,https://wellbi.in/
2,Travel Troops Global,1,,https://pickyourtrail.com/
2,Gutman Squad,1,,https://drpalsnewme.com/transform-your-health-with-dr-pal/
2,Navnirman Tourism,1,,https://www.theunitytourism.com/
2,Go2Andaman,1,,https://www.go2andaman.com
2,Adventure Education Tours,1,,http://adventurett.co.in/
2,Inspired Events,1,,https://4mgurgaon.com/
2,Pune Zilla Sah Dudh Utpadak Sangh Marya,1,,https://play.google.com/store/apps/details?id=com.arronics.katrajdairy
2,Future Makeup,1,,https://www.charactercosmetics.in
2,Muscle Nectar,1,,https://musclenectar.com/
2,NDSL,1,,http://kerastase.in
2,Valmar Projects,1,,https://www.valmarprojects.com/
2,BookYourFerry,1,,https://www.bookyourferry.com/
2,Brand Eyes Distributors,1,,https://www.skullcandy.in/
2,Releasemyad Media,1,,http://www.releasemyad.com
2,iMumz,1,,https://play.google.com/store/apps/details?id=com.pruoo.pruoo_app
2,Beatoapp,1,,https://beatoapp.com
2,Majestic Traders,1,,https://wwwcollections.in
2,Indian Weight Loss Diet,1,,https://indianweightlossdiet.com/
2,Jumbotail Technologies,1,165 (@jumbotail),https://play.google.com/store/apps/details?id=com.jumbotail.app
2,VCareNetwork,1,,https://vcarenetwork.com/
2,TrueLife Functional Medicine,1,,https://nutrawins.in
2,Basha Honey,1,,https://www.bashahoney.com
2,Anita Jain Fashions,1,,http://anitajainfashions.com
2,Pehnava Lawns,1,,https://www.pehnavalawns.com/
2,Trip com,1,,https://www.trip.com
2,Kvs_Shopping,1,,https://kvsshopping.com/
2,Naati Vaidhya,1,,https://www.vaidhyanarayanamurthy.com/
2,Dynamic Memory Pvt Ltd,1,,http://www.biswaroop.com
2,Fitanium / Nutri Docs,1,,https://www.manuguptafitness.com/
2,Alaknanda Cruiseline,1,,https://alaknandacruise.com/
2,Sicilian Training Services (SicilianSpot),1,,https://sicilianconnect.com/
2,Magnify Club,1,,https://magnify.club/
2,Fittr,1,,https://www.fittr.com/
2,Tmcnexus,1,,null
2,Nurture Agtech (nurture.farm),1,,
2,Reliance Ritu Kumar,1,,https://www.ritukumar.com
2,Studio CKC,1,,https://www.studiockc.in/
2,Floraindia,1,,https://www.floraindia.com/
2,Roomsnow Esolutions,1,,https://www.roomsorder.com/
2,Mybanana.Health,1,,https://training.banana.health/lead
2,Integfarms My Health School,1,,https://www.myhealthschool.in
2,Trichy FSmart,1,,https://www.fsmarttrading.in/
2,Navada Yatra Tours,1,,https://www.nyatra.in/
2,Okhai Center For Empowerment,1,,https://okhai.org/
2,Muftijeans,1,,https://www.muftijeans.in/
2,Brance,1,,https://www.30sundays.club/
2,Nimble Sports India,1,,https://youngstarscricketleague.com/
2,Octopolis,1,,https://apnaklub.com/
2,Wishbag Online (VibeCrafts),1,,https://vibecrafts.com/
2,Zbotic,1,,https://zbotic.in
2,AB Tours and Travel,1,,https://abtours.co.in/
2,TripTool Global,1,,https://pickyourtrail.com
2,Solarsquare Energy,1,,https://www.solarsquare.in/
2,Dollyjain Innoworks,1,,https://www.iamstore.in/
2,BetterSource Beverages (Hege),1,,https://naturalhege.com/
2,MaxDrops,1,,https://www.maximize.money/max-hotels
2,Aaram,1,,https://heartfulness.org/in/
2,Chogori India Retail,1,,https://www.columbiasportswear.co.in/
2,Encompass Design India,1,,https://www.stoaparis.com/
2,OneLife,1,,https://www.theonelife.social/
2,DCG Tech (DCGpac),1,,https://www.dcgpac.com/
2,HSS Apparel,1,,https://www.vegnonveg.com/
2,BulkMart,1,,https://bulkmart.co.in/
2,Equanimity Threads,1,,https://thrd.store/
2,Anahata,1,,http://www.anahataorganic.com
2,Solvy Tech,1,,https://www.zopper.com/
2,Memento Mori Life,1,,https://lp.lastdietblueprint.com
2,Thenmozhi Designs,1,,https://thenmozhidesigns.com/
2,Tieco Ecom And Retail,1,,http://www.theindianethnicco.com
2,LevelUpForWomen,1,,https://training.levelupforwomen.com/
2,ShopDeck,1,,https://www.shopdeck.com/
2,RSAOI,1,,https://member.rsaoibangalore.in/
2,Razzmatazz,1,,http://www.Unniyarcha.com
2,Shital Ravindra Vaghani,1,,https://www.bullionknot.com/
2,TrekPanda,1,,http://www.trekpanda.in
2,Label Madhuri Thakkar,1,,https://labelmadhurithakkar.com
