tier,brand_name,awareness_score,instagram_followers,business_website
2,MagicPin,5,,https://magicpin.in/
2,Vodafone,5,,https://www.vodafone.com/
2,Amazon,5,,https://www.amazon.in/
2,Paytm,5,,https://paytm.com/
2,CRED,5,,https://cred.club/
2,OneCard,5,,https://www.getonecard.app/
2,IndiGo,5,,https://www.goindigo.in/
2,District,5,,https://www.district.in/
2,Puma,5,,https://in.puma.com/
2,Tata,5,,https://www.tata.com/
2,Reliance Industries,5,,https://www.ril.com/
2,Audi,5,,https://www.audi.in/
2,Maruti Suzuki,5,,https://www.marutisuzuki.com/
2,Third Wave Coffee,5,,https://www.thirdwavecoffeeroasters.com/
2,Hyundai,5,,https://www.hyundai.com/in/en
2,Mahindra,5,,https://www.mahindra.com/
